latitude,longitude,depth,gap,dmin,rms,place,horizontalError,depthError,magError,magNst,Magnitude,Date,Time,Amplitude,Frequency,Velocity,Seismic_Energy,Seismic_Moment,Risk_Zone,Acceleration
36.03,142.42,10.0,120.0,2.25,1.11,"146km ENE of Hasaki, Japan",7.5,1.9,0.09,12.0,4.7,2017-10-21,15:50:53,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
32.17,141.84,25.18,150.0,1.95,0.75,"216km ESE of Hachijo-jima, Japan",10.3,6.8,0.1,30.0,4.86,2017-10-20,18:55:31,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
44.74,149.3,57.44,132.0,4.85,0.62,"124km ESE of Kuril'sk, Russia",8.9,7.1,0.03,308.0,5.11,2017-10-20,00:47:38,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.12,141.03,51.49,138.0,0.77,0.74,"14km ENE of Iwaki, Japan",5.7,8.3,0.11,25.0,4.94,2017-10-19,12:50:30,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.32,131.21,14.0,25.0,2.49,0.7,"169km E of Naze, Japan",5.9,1.7,0.05,44.0,5.9,2017-10-19,09:02:02,794328234.72,0.0,3119.38,44668359215096.53,8.912509381337514e+17,Medium,24.67447453259055
40.12,141.88,32.81,139.0,0.92,1.21,"50km ESE of Ichinohe, Japan",3.6,7.0,0.19,8.0,4.94,2017-10-18,16:50:04,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
46.35,145.2,9.42,100.0,1.79,0.73,"188km E of Korsakov, Russia",6.6,3.8,0.04,172.0,5.03,2017-10-18,09:07:15,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
41.99,142.53,62.3,102.0,0.47,0.8,"40km SSE of Shizunai, Japan",6.1,6.7,0.05,128.0,5.2,2017-10-17,23:48:53,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
36.03,139.87,58.71,134.0,1.44,0.74,"3km SW of Iwai, Japan",2.6,9.6,0.18,9.0,4.86,2017-10-17,22:40:44,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
49.17,147.71,535.75,121.0,3.99,0.57,"91km WNW of Vostok, Russia",11.1,7.2,0.03,347.0,4.94,2017-10-17,16:54:09,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
31.18,141.89,10.0,114.0,2.62,0.77,"289km SE of Hachijo-jima, Japan",7.8,1.9,0.06,88.0,5.2,2017-10-16,12:47:23,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
26.17,129.8,10.0,76.0,1.33,0.54,"187km ESE of Nago, Japan",10.8,1.9,0.06,87.0,5.2,2017-10-15,13:35:45,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
36.56,140.71,66.58,108.0,1.31,1.02,"7km SE of Hitachi, Japan",6.7,8.2,0.14,14.0,4.86,2017-10-15,10:43:09,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
49.34,155.21,66.94,164.0,4.08,0.67,"162km SSW of Severo-Kuril'sk, Russia",10.0,9.1,0.07,65.0,4.86,2017-10-15,06:33:57,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.93,130.31,148.09,49.0,0.59,0.66,"37km S of Makurazaki, Japan",7.0,4.4,0.06,28.0,5.0,2017-10-14,23:34:09,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
48.87,154.98,61.64,92.0,4.58,0.92,"217km SSW of Severo-Kuril'sk, Russia",9.1,6.8,0.04,146.0,4.94,2017-10-14,18:30:23,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
30.37,132.46,32.68,71.0,3.06,0.47,"145km ESE of Nishinoomote, Japan",7.3,5.4,0.08,53.0,5.03,2017-10-14,12:59:12,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
33.94,136.73,358.04,76.0,1.41,0.96,"51km ESE of Owase, Japan",8.6,6.3,0.04,228.0,4.86,2017-10-13,04:47:16,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.74,142.07,15.55,77.0,1.52,0.68,"111km ESE of Iwaki, Japan",6.4,3.6,0.08,14.0,5.0,2017-10-12,06:12:38,100000000.0,0.01,1106.8,1995262314968.88,3.981071705534986e+16,Medium,69.54211786057272
37.29,143.9,10.0,137.0,2.54,0.52,"257km E of Namie, Japan",7.1,1.9,0.1,31.0,4.86,2017-10-11,22:10:50,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
27.87,142.17,38.21,131.0,0.77,0.81,"87km N of Chichi-shima, Japan",8.9,9.7,0.09,35.0,4.86,2017-10-10,14:10:31,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.3,141.66,48.96,122.0,0.81,0.57,"33km ESE of Ishinomaki, Japan",6.7,7.1,0.11,24.0,5.11,2017-10-09,14:47:19,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
29.15,142.51,33.79,103.0,2.07,1.26,"230km N of Chichi-shima, Japan",9.2,6.4,0.11,23.0,4.94,2017-10-08,19:19:43,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
36.0,140.29,70.78,136.0,1.78,0.71,"5km NNW of Inashiki, Japan",4.5,8.2,0.11,23.0,4.94,2017-10-08,14:54:25,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
42.29,141.32,117.75,44.0,1.39,0.78,"27km E of Muroran, Japan",5.9,5.3,0.09,13.0,4.6,2017-10-08,01:38:17,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
25.8,141.18,38.78,142.0,1.57,0.54,"114km N of Iwo Jima, Japan",16.1,8.4,0.18,9.0,5.03,2017-10-07,18:44:01,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
37.34,143.9,10.0,148.0,2.53,0.89,"257km E of Namie, Japan",7.2,1.9,0.09,39.0,4.94,2017-10-06,17:08:00,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
37.1,141.08,44.0,40.0,0.8,1.09,"17km ENE of Iwaki, Japan",4.7,1.8,0.07,20.0,5.6,2017-10-06,14:56:41,398107170.55,0.0,2208.35,15848931924611.11,3.1622776601683795e+17,Medium,34.85362167112218
37.5,144.01,10.0,148.0,2.58,0.85,"258km ESE of Ishinomaki, Japan",9.8,1.9,0.12,20.0,5.03,2017-10-06,13:23:43,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
37.5,144.02,9.0,32.0,2.59,0.88,"259km ESE of Ishinomaki, Japan",4.5,1.7,0.05,34.0,6.2,2017-10-06,07:59:32,1584893192.46,0.0,4406.24,125892541179417.14,2.511886431509572e+18,High,17.46819022724126
25.51,140.96,146.53,129.0,1.92,1.03,"88km NNW of Iwo Jima, Japan",11.0,6.2,0.14,14.0,4.86,2017-10-05,08:49:38,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.43,131.06,52.16,131.0,1.2,1.21,"34km S of Nishinoomote, Japan",5.7,7.8,0.1,27.0,4.94,2017-10-01,19:20:28,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
40.15,142.31,57.69,88.0,1.14,0.78,"64km NNE of Miyako, Japan",5.9,5.3,0.07,56.0,4.86,2017-10-01,14:20:28,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.92,140.62,10.0,130.0,0.96,0.94,"18km NW of Kitaibaraki, Japan",3.6,1.9,0.04,199.0,5.2,2017-10-01,01:25:07,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
27.67,140.0,487.24,44.0,2.02,0.83,"228km WNW of Chichi-shima, Japan",9.2,6.3,0.04,180.0,5.03,2017-09-30,21:07:31,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
28.73,140.97,10.0,62.0,1.95,1.28,"219km NNW of Chichi-shima, Japan",6.3,1.9,0.12,22.0,5.03,2017-09-28,11:51:25,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
28.79,140.53,10.0,27.0,2.24,1.01,"251km NW of Chichi-shima, Japan",6.7,1.8,0.07,22.0,5.5,2017-09-28,11:29:45,316227766.02,0.0,1968.19,11220184543019.65,2.238721138568347e+17,Medium,39.1064067142579
28.77,141.14,10.0,119.0,1.91,1.19,"214km NNW of Chichi-shima, Japan",4.8,1.9,0.13,17.0,5.03,2017-09-28,11:29:16,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
28.61,140.58,10.0,85.0,2.07,1.27,"233km NW of Chichi-shima, Japan",8.7,1.9,0.13,23.0,4.86,2017-09-28,09:12:36,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
28.51,140.75,10.0,83.0,1.89,1.25,"213km NW of Chichi-shima, Japan",7.9,1.9,0.08,43.0,4.86,2017-09-28,09:09:26,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
37.41,141.49,51.99,98.0,0.72,0.6,"43km E of Namie, Japan",7.0,6.8,0.06,79.0,5.11,2017-09-28,07:11:29,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
28.55,140.71,10.0,103.0,1.95,0.72,"219km NW of Chichi-shima, Japan",7.4,1.9,0.17,10.0,4.94,2017-09-28,01:40:01,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.66,140.44,20.3,83.0,2.19,0.73,"246km NW of Chichi-shima, Japan",6.6,3.6,0.12,20.0,4.94,2017-09-27,23:56:13,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.81,140.52,10.54,84.0,2.26,0.56,"254km NW of Chichi-shima, Japan",6.9,4.5,0.07,62.0,5.03,2017-09-27,21:47:37,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
28.7,140.46,10.0,84.0,2.21,0.78,"249km NW of Chichi-shima, Japan",8.1,1.9,0.22,6.0,4.94,2017-09-27,21:33:12,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.77,140.5,11.83,83.0,2.24,0.54,"251km NW of Chichi-shima, Japan",6.5,4.4,0.06,74.0,5.2,2017-09-27,21:10:33,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
40.34,142.34,37.0,15.0,1.07,0.71,"73km ESE of Hachinohe, Japan",5.7,1.8,0.06,23.0,5.8,2017-09-26,20:22:11,630957344.48,0.0,2780.15,31622776601683.8,6.309573444801892e+17,Medium,27.685215775770427
47.36,153.66,32.74,142.0,6.31,1.0,Kuril Islands,10.0,4.6,0.11,25.0,4.86,2017-09-26,15:11:02,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
28.97,128.29,204.53,99.0,2.13,0.55,"134km WNW of Naze, Japan",10.0,9.5,0.07,55.0,4.86,2017-09-26,03:54:30,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
31.24,130.39,158.92,74.0,1.92,0.59,"7km ESE of Makurazaki, Japan",6.8,6.6,0.04,157.0,4.94,2017-09-24,23:31:38,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
29.18,140.67,53.06,115.0,2.47,1.28,"277km NNW of Chichi-shima, Japan",9.5,8.8,0.13,17.0,4.86,2017-09-24,11:18:53,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
31.18,142.19,10.0,152.0,2.79,1.47,"Izu Islands, Japan region",9.2,1.9,0.14,15.0,4.94,2017-09-23,12:25:19,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
44.35,152.1,10.0,141.0,6.84,0.77,East of the Kuril Islands,10.1,1.9,0.07,56.0,5.03,2017-09-23,08:19:58,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
31.33,140.95,48.21,34.0,2.02,0.73,"222km SSE of Hachijo-jima, Japan",6.4,4.5,0.06,24.0,5.2,2017-09-22,23:49:32,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
36.36,144.39,10.0,201.0,3.25,0.65,"Off the east coast of Honshu, Japan",10.9,1.9,0.17,10.0,4.86,2017-09-22,01:48:52,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
43.88,149.25,10.0,175.0,4.81,0.85,"185km SE of Kuril'sk, Russia",9.2,1.8,0.07,69.0,4.94,2017-09-22,00:48:00,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
37.98,144.66,11.0,18.0,3.06,0.78,"280km ESE of Kamaishi, Japan",6.9,1.5,0.05,44.0,6.1,2017-09-20,16:37:16,1258925411.79,0.0,3927.06,89125093813374.4,1.7782794100389225e+18,High,19.59963179822191
30.61,141.04,38.85,129.0,2.71,1.2,"298km SSE of Hachijo-jima, Japan",7.1,7.9,0.06,98.0,5.11,2017-09-20,09:01:54,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
44.46,148.98,34.94,172.0,4.6,0.7,"122km SE of Kuril'sk, Russia",11.7,2.6,0.08,44.0,4.86,2017-09-20,07:47:03,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
44.29,148.63,40.11,182.0,4.34,1.21,"120km SSE of Kuril'sk, Russia",12.3,11.0,0.11,24.0,4.86,2017-09-20,07:42:05,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
44.28,148.97,53.68,116.0,4.59,0.85,"136km SE of Kuril'sk, Russia",9.4,7.0,0.05,141.0,5.11,2017-09-20,05:16:02,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.31,141.62,47.16,27.0,0.86,0.79,"58km ESE of Namie, Japan",6.6,0.9,0.12,7.0,5.4,2017-09-19,20:18:08,251188643.15,0.0,1754.16,7943282347242.86,1.584893192461124e+17,Medium,43.87811001483555
23.9,141.88,78.83,185.0,3.2,0.15,"112km SSE of Iwo Jima, Japan",25.6,15.7,0.19,8.0,4.86,2017-09-18,15:23:43,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
44.17,140.76,33.57,48.0,1.32,0.75,"75km WNW of Rumoi, Japan",3.7,6.2,0.18,9.0,4.86,2017-09-17,15:31:22,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
37.34,141.25,54.96,143.0,0.64,0.63,"27km SE of Namie, Japan",3.7,7.3,0.1,28.0,5.2,2017-09-17,09:25:02,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
24.88,142.74,57.27,122.0,2.26,0.8,"142km E of Iwo Jima, Japan",11.7,7.6,0.06,83.0,5.03,2017-09-16,17:38:53,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.82,139.6,53.24,102.0,1.34,0.92,"1km NNW of Asaka, Japan",5.5,5.8,0.06,27.0,4.7,2017-09-14,00:27:24,50118723.36,0.02,783.55,707945784384.14,1.4125375446227496e+16,Low,98.23085241063954
24.11,142.26,65.11,119.0,2.97,1.12,"120km SE of Iwo Jima, Japan",10.4,7.3,0.08,43.0,5.03,2017-09-11,17:45:07,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
23.95,142.34,35.0,19.0,3.13,1.1,"137km SE of Iwo Jima, Japan",7.2,1.9,0.06,24.0,5.7,2017-09-11,17:35:09,501187233.63,0.0,2477.81,22387211385683.47,4.4668359215096166e+17,Medium,31.063323011746263
44.38,147.94,61.11,139.0,3.85,0.9,"95km S of Kuril'sk, Russia",8.3,6.9,0.1,28.0,4.94,2017-09-10,09:38:52,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
41.78,142.89,45.0,73.0,0.3,0.91,"75km SE of Shizunai, Japan",5.5,1.8,0.06,23.0,5.5,2017-09-10,08:44:24,316227766.02,0.0,1968.19,11220184543019.65,2.238721138568347e+17,Medium,39.1064067142579
39.54,140.45,14.54,116.0,1.34,0.89,"9km NNW of Omagari, Japan",5.8,4.5,0.05,139.0,5.2,2017-09-08,13:23:20,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
27.73,139.96,462.62,107.0,2.08,0.44,"234km WNW of Chichi-shima, Japan",9.9,10.8,0.14,16.0,4.86,2017-09-07,17:32:17,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
27.78,139.8,451.0,20.0,2.22,1.15,"250km WNW of Chichi-shima, Japan",9.1,1.9,0.05,36.0,6.1,2017-09-07,17:26:49,1258925411.79,0.0,3927.06,89125093813374.4,1.7782794100389225e+18,High,19.59963179822191
26.58,127.77,46.02,72.0,0.52,0.86,"18km NNW of Ishikawa, Japan",7.4,3.4,0.09,37.0,4.86,2017-09-05,06:56:47,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
41.64,145.48,8.64,135.0,1.78,0.62,"173km SSE of Kushiro, Japan",8.3,5.4,0.12,20.0,5.2,2017-09-04,15:50:28,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
37.15,143.54,10.0,133.0,2.3,0.69,"228km E of Namie, Japan",8.2,1.9,0.05,138.0,5.11,2017-09-03,09:01:48,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
41.33,129.03,0.0,10.0,3.31,0.83,"21km ENE of Sungjibaegam, North Korea",1.4,1.7,0.02,941.0,6.38,2017-09-03,03:30:01,2398832919.02,0.0,5420.86,234422881531992.75,4.677351412872001e+18,High,14.19867807886119
44.82,153.14,10.0,93.0,7.55,0.58,East of the Kuril Islands,7.5,1.8,0.04,173.0,5.28,2017-09-02,22:45:24,190546071.8,0.01,1527.81,5248074602497.71,1.0471285480508986e+17,Medium,50.37881091797208
28.49,130.02,24.18,48.0,2.26,0.76,"54km ENE of Naze, Japan",6.1,4.4,0.04,163.0,5.45,2017-08-30,22:09:02,281838293.13,0.0,1858.1,9440608762859.26,1.8836490894897942e+17,Medium,41.42360699037582
46.98,153.07,64.19,193.0,6.82,0.67,Kuril Islands,15.4,13.6,0.12,21.0,4.86,2017-08-30,19:21:37,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
32.95,140.39,134.69,152.0,0.53,0.71,"56km ESE of Hachijo-jima, Japan",8.7,5.3,0.19,8.0,4.86,2017-08-28,09:12:17,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.14,141.13,35.0,125.0,1.75,0.64,"47km ENE of Kashima-shi, Japan",3.6,2.0,0.39,2.0,5.03,2017-08-27,15:35:27,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.76,140.76,6.26,107.0,1.11,1.07,"3km SSE of Kitaibaraki, Japan",5.8,3.3,0.13,6.0,4.5,2017-08-27,02:26:03,31622776.6,0.03,622.4,354813389233.58,7079457843841373.0,Low,123.66531632195647
37.27,142.28,35.99,137.0,1.33,1.29,"115km ESE of Namie, Japan",8.2,11.0,0.22,7.0,4.86,2017-08-26,18:34:55,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
37.06,140.52,6.37,115.0,0.83,0.92,"11km SSE of Ishikawa, Japan",4.9,4.0,0.04,156.0,5.11,2017-08-25,19:20:28,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
37.47,141.63,42.12,138.0,0.77,0.58,"55km E of Namie, Japan",6.1,7.1,0.07,59.0,4.94,2017-08-24,17:18:53,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
31.37,130.6,10.0,122.0,0.19,0.49,"15km NNW of Ibusuki, Japan",2.9,1.9,0.11,25.0,4.86,2017-08-24,05:34:38,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
38.97,142.28,28.81,135.0,1.61,0.77,"47km SE of Kamaishi, Japan",7.6,5.8,0.08,44.0,4.94,2017-08-21,22:37:54,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
32.72,140.05,143.65,108.0,0.44,0.82,"46km SSE of Hachijo-jima, Japan",7.6,6.1,0.06,73.0,4.86,2017-08-21,10:57:30,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
46.13,152.0,35.0,136.0,6.43,0.97,Kuril Islands,9.9,2.0,0.06,71.0,4.86,2017-08-21,04:52:40,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
30.82,142.39,34.99,144.0,3.16,1.3,"Izu Islands, Japan region",8.4,7.2,0.13,18.0,4.94,2017-08-20,17:01:18,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
27.03,127.33,91.64,59.0,0.86,1.08,"80km NW of Nago, Japan",4.6,6.0,0.06,92.0,5.11,2017-08-20,17:00:05,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
27.76,142.35,59.01,96.0,0.68,0.77,"76km N of Chichi-shima, Japan",3.9,6.8,0.09,37.0,5.2,2017-08-20,15:40:07,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
40.26,143.84,10.0,149.0,1.83,0.79,"175km ENE of Miyako, Japan",4.7,1.9,0.08,47.0,5.03,2017-08-20,04:47:31,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
30.26,142.3,10.0,126.0,3.16,0.71,"Izu Islands, Japan region",5.9,1.9,0.08,49.0,5.03,2017-08-19,08:14:59,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.02,142.92,10.0,155.0,3.2,0.77,"205km ESE of Hasaki, Japan",8.8,1.4,0.22,6.0,4.86,2017-08-18,11:38:02,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.05,143.9,10.0,94.0,1.86,0.72,"203km SE of Chichi-shima, Japan",8.4,1.9,0.04,157.0,4.94,2017-08-18,10:53:51,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
28.67,127.9,198.0,29.0,1.86,1.14,"158km WNW of Naze, Japan",4.8,1.9,0.05,45.0,5.7,2017-08-16,12:51:25,501187233.63,0.0,2477.81,22387211385683.47,4.4668359215096166e+17,Medium,31.063323011746263
26.91,130.17,10.0,35.0,1.44,1.06,"175km SSE of Naze, Japan",4.8,1.8,0.05,131.0,5.2,2017-08-15,20:29:15,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
33.87,132.1,58.11,76.0,1.26,1.29,"11km S of Yanai, Japan",3.3,9.0,0.18,9.0,4.86,2017-08-15,19:38:56,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
45.58,124.71,10.82,59.0,3.59,0.95,"32km ENE of Dalai, China",8.0,2.2,0.1,30.0,5.03,2017-08-15,03:58:22,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
35.78,140.08,109.46,116.0,1.7,0.74,"2km SSE of Shiroi, Japan",6.3,7.2,0.07,59.0,5.11,2017-08-14,09:11:34,128824955.17,0.01,1256.23,2917427014001.17,5.821032177708721e+16,Medium,61.270004567648044
39.57,143.52,10.0,136.0,2.24,0.88,"134km E of Miyako, Japan",7.4,1.9,0.05,114.0,5.2,2017-08-14,03:06:00,158489319.25,0.01,1393.38,3981071705534.99,7.943282347242789e+16,Medium,55.23926771917663
30.0,131.13,21.08,54.0,1.61,0.77,"82km S of Nishinoomote, Japan",6.4,4.4,0.08,15.0,5.3,2017-08-12,18:23:43,199526231.5,0.01,1563.39,5623413251903.49,1.1220184543019562e+17,Medium,49.23204917653732
29.76,129.0,206.6,86.0,2.14,0.75,"162km NNW of Naze, Japan",6.7,5.7,0.05,135.0,4.94,2017-08-11,20:16:13,87096359.0,0.01,1032.92,1621810097358.93,3.2359365692962676e+16,Low,74.51572181471256
50.55,157.37,80.46,108.0,2.58,0.91,"89km E of Severo-Kuril'sk, Russia",8.8,3.6,0.06,98.0,5.36,2017-08-10,07:07:52,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
35.71,140.14,61.61,96.0,0.42,0.91,"6km NNW of Yotsukaido, Japan",6.1,5.3,0.09,12.0,5.1,2017-08-10,00:36:30,125892541.18,0.01,1241.85,2818382931264.45,5.623413251903491e+16,Medium,61.979477783042945
26.4,127.29,51.28,102.0,0.98,0.73,"43km WNW of Naha-shi, Japan",6.1,8.6,0.09,38.0,4.86,2017-08-08,08:51:39,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
26.48,127.17,30.34,46.0,1.04,1.05,"58km WNW of Naha-shi, Japan",6.7,4.3,0.04,162.0,5.36,2017-08-08,05:49:36,229086765.28,0.0,1675.21,6918309709189.36,1.3803842646028867e+17,Medium,45.946021631052396
25.6,141.22,17.88,73.0,1.73,0.46,"90km N of Iwo Jima, Japan",7.8,5.0,0.08,49.0,4.86,2017-08-06,23:25:26,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
32.38,142.01,10.0,148.0,1.99,0.86,"221km ESE of Hachijo-jima, Japan",8.5,1.9,0.17,11.0,5.03,2017-08-04,09:49:07,107151930.52,0.01,1145.69,2213094709605.63,4.415704473533121e+16,Medium,67.18122408601944
36.09,139.92,57.58,126.0,1.46,0.68,"4km NNE of Iwai, Japan",6.6,7.7,0.04,157.0,4.86,2017-08-03,04:45:05,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.37,142.59,33.91,185.0,2.08,1.14,"169km ESE of Iwaki, Japan",9.4,7.5,0.16,12.0,4.86,2017-08-02,15:11:52,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
42.39,143.3,103.52,144.0,0.39,0.64,"58km S of Obihiro, Japan",7.8,6.2,0.05,101.0,4.86,2017-08-02,12:23:54,72443596.01,0.01,942.04,1230268770812.38,2.4547089156850336e+16,Low,81.70486423970344
36.11,140.12,47.97,92.0,1.6,0.9,"8km NNW of Naka, Japan",5.6,5.9,0.06,25.0,4.6,2017-08-01,22:15:56,39810717.06,0.03,698.34,501187233627.27,1e+16,Low,110.21682918655014
